bugID,component,component0Days,component1Days,component3Days,component7Days,component14Days,component30Days,reporterEmail,assigneeEmail,assigneeEmail0Days,assigneeEmail1Days,assigneeEmail3Days,assigneeEmail7Days,assigneeEmail14Days,assigneeEmail30Days,os,os0Days,os1Days,os3Days,os7Days,os14Days,os30Days,platform,platform0Days,platform1Days,platform3Days,platform7Days,platform14Days,platform30Days,milestone,milestone0Days,milestone1Days,milestone3Days,milestone7Days,milestone14Days,milestone30Days,nrKeywords,nrDependentBugs,peopleCC,nrPeopleCC0Days,nrPeopleCC1Days,nrPeopleCC3Days,nrPeopleCC7Days,nrPeopleCC14Days,nrPeopleCC30Days,opened,hoursOpenedBeforeNextRelease,lastModified,priority,priority0Days,priority1Days,priority3Days,priority7Days,priority14Days,priority30Days,severity,severity0Days,severity1Days,severity3Days,severity7Days,severity14Days,severity30Days,resolution,resolution0Days,resolution1Days,resolution3Days,resolution7Days,resolution14Days,resolution30Days,firstFix,lastFix,hoursLastFixBeforeNextRelease,hoursLastFixAfterPreviousRelease,status,status0Days,status1Days,status3Days,status7Days,status14Days,status30Days,firstActivity,nrActivities,nrActivities0Days,nrActivities1Days,nrActivities3Days,nrActivities7Days,nrActivities14Days,nrActivities30Days,lastResolution,nrComments,nrComments0Days,nrComments1Days,nrComments3Days,nrComments7Days,nrComments14Days,nrComments30Days,hoursToLastFix,hoursToLastResolution,monthOpened,yearOpened,monthYearOpened,filter_$,hTLFix2Bins0Days,hTLFix2Bins1Days,hTLFix2Bins3Days,hTLFix2Bins7Days,hTLFix2Bins14Days,hTLFix2Bins30Days,PredictedProbability_1,PredictedProbability_2,PredictedProbability_1_1,PredictedProbability_2_1,PredictedProbability_1_2,PredictedProbability_2_2,PredictedProbability_1_3,PredictedProbability_2_3,PredictedProbability_1_4,PredictedProbability_2_4,PredictedProbability_1_5,PredictedProbability_2_5,monthYearLastFixed
525532,gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),slomo@circular-chaos.org,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,HEAD,HEAD,HEAD,HEAD,0,0,1,0,0,0,0,0,0,4/1/08 12:52,1859.1333,5/13/08 12:53,P4,P4,P4,P4,P4,P4,P4,CRITICAL,CRITICAL,CRITICAL,CRITICAL,CRITICAL,CRITICAL,CRITICAL,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5/13/08 12:53,5/13/08 12:53,851.1039,1283.8961,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,5/13/08 11:29,4,0,0,0,0,0,0,5/13/08 12:53,4,0,2,2,2,2,2,1008.016667,1008.016667,4,2008,2008- 4,1,2,2,2,1,1,1,0.490909,0.509091,0.648541,0.351459,0.568539,0.431461,0.550152,0.449848,0.412587,0.587413,0.512126,0.487874,2008- 5
526557,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,t.i.m@zen.co.uk,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,HEAD,HEAD,0.10.,0.10.,0,0,2,0,0,0,1,2,2,4/6/08 18:31,1733.4834,4/17/08 18:10,P4,P4,P4,P4,P4,P4,P4,BLOCKER,BLOCKER,BLOCKER,BLOCKER,BLOCKER,BLOCKER,BLOCKER,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,FIXED,FIXED,4/14/08 13:38,4/14/08 13:38,1546.3547,588.64526,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,4/12/08 23:50,6,0,0,0,1,6,6,4/14/08 13:38,6,0,1,1,3,6,6,187.116667,187.116667,4,2008,2008- 4,0,2,1,1,1,1,1,0.914634,0.085366,0.534615,0.465385,0.6,0.4,0.558824,0.441176,#NULL!,#NULL!,#NULL!,#NULL!,2008- 4
520671,gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),ole.andre.ravnas@tandberg.com,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,All,All,All,All,All,All,All,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,0.10.,0.10.,0.10.,0.10.,0,0,5,0,4,5,5,5,5,3/6/08 5:30,354.49997,3/8/08 11:34,P4,P4,P4,P4,P4,P4,P4,BLOCKER,BLOCKER,BLOCKER,BLOCKER,BLOCKER,BLOCKER,BLOCKER,FIXED,#NULL!,#NULL!,FIXED,FIXED,FIXED,FIXED,3/7/08 15:39,3/7/08 15:39,320.34332,951.6567,RESOLVED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,3/6/08 5:31,17,0,7,17,17,17,17,3/7/08 15:39,9,0,3,9,9,9,9,34.15,34.15,3,2008,2008- 3,0,1,1,1,1,1,1,0.741379,0.258621,0.648541,0.351459,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2008- 3
519905,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,jensgr@gmx.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,0.10.,0.10.,0.10.,0.10.,0.10.,0,0,2,0,2,2,2,2,2,3/2/08 13:57,442.05,3/3/08 11:23,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,3/3/08 11:23,3/3/08 11:23,420.61276,851.3872,RESOLVED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,3/3/08 4:39,6,0,6,6,6,6,6,3/3/08 11:23,3,0,3,3,3,3,3,21.433333,21.433333,3,2008,2008- 3,0,1,1,1,1,1,1,0.685315,0.314685,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2008- 3
522212,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,waschk@mandriva.org,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,0.10.,0.10.,0.10.,0.10.,0.10.,0,0,1,0,1,1,1,1,1,3/13/08 11:29,180.51666,3/13/08 14:25,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,3/13/08 14:25,3/13/08 14:25,177.58278,1094.4172,RESOLVED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,3/13/08 13:52,8,0,8,8,8,8,8,3/13/08 14:25,2,0,2,2,2,2,2,2.933333,2.933333,3,2008,2008- 3,0,1,1,1,1,1,1,0.685315,0.314685,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2008- 3
521459,gst-plugins-ugly,gst-plugins-ugly,gst-plugins-ugly,gst-plugins-ugly,gst-plugins-ugly,gst-plugins-ugly,gst-plugins-ugly,pgargravarr@siriuscybernetics.org,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,0.10.,0.10.,0.10.,0.10.,0.10.,0,0,1,0,1,1,1,1,1,3/9/08 21:41,266.31665,3/10/08 15:17,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,3/10/08 15:17,3/10/08 15:17,248.70695,1023.2931,RESOLVED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,3/10/08 15:17,5,0,5,5,5,5,5,3/10/08 15:17,3,0,3,3,3,3,3,17.6,17.6,3,2008,2008- 3,0,1,1,1,1,1,1,0.685315,0.314685,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2008- 3
522741,gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),gstreamer (core),kaffeetisch@gmx.de,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,0.10.,0.10.,0.10.,0.10.,0.10.,0,0,1,0,1,1,1,1,1,3/16/08 11:47,108.21667,3/17/08 10:25,P4,P4,P4,P4,P4,P4,P4,BLOCKER,BLOCKER,BLOCKER,BLOCKER,BLOCKER,BLOCKER,BLOCKER,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,3/17/08 10:25,3/17/08 10:25,85.57361,1186.4264,RESOLVED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,3/16/08 13:32,10,0,10,10,10,10,10,3/17/08 10:25,5,0,5,5,5,5,5,22.633333,22.633333,3,2008,2008- 3,0,1,1,1,1,1,1,1,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2008- 3
519417,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,mario_limonciello@dell.com,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,HEAD,HEAD,HEAD,HEAD,0,0,1,0,0,0,0,0,0,2/28/08 23:20,504.66666,4/9/08 9:03,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4/9/08 9:03,4/9/08 9:03,1670.9432,464.05667,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,4/9/08 9:03,4,0,0,0,0,0,0,4/9/08 9:03,2,0,1,1,1,1,1,969.716667,969.716667,2,2008,2008- 2,1,2,2,2,1,1,1,0.685315,0.314685,0.534615,0.465385,0.6,0.4,1,0,1,0,0.38247,0.61753,2008- 4
535043,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,onkarshinde@gmail.com,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,0.10.,0.10.,0.10.,0.10.,0.10.,0,0,1,0,1,1,1,1,1,5/27/08 9:34,518.43335,5/28/08 8:53,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,5/28/08 8:53,5/28/08 8:53,495.11053,1639.8895,RESOLVED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,5/28/08 8:53,5,0,5,5,5,5,5,5/28/08 8:53,3,0,3,3,3,3,3,23.316667,23.316667,5,2008,2008- 5,0,1,1,1,1,1,1,0.685315,0.314685,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2008- 5
527622,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,gst-plugins-bad,pekka.lampila@iki.fi,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,0.10.,0.10.,0.10.,0.10.,0.10.,0,0,1,0,1,1,1,1,1,4/11/08 21:45,1610.25,4/11/08 23:20,P4,P4,P4,P4,P4,P4,P4,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,4/11/08 23:20,4/11/08 23:20,1608.6614,526.3386,RESOLVED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,4/11/08 23:20,5,0,5,5,5,5,5,4/11/08 23:20,2,0,2,2,2,2,2,1.583333,1.583333,4,2008,2008- 4,0,1,1,1,1,1,1,0.685315,0.314685,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2008- 4
528143,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,slomo@circular-chaos.org,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,0.10.,0.10.,0.10.,0.10.,0.10.,0,0,2,0,2,2,2,2,2,4/15/08 3:16,1532.7333,4/15/08 16:59,P4,P4,P4,P4,P4,P4,P4,BLOCKER,BLOCKER,BLOCKER,BLOCKER,BLOCKER,BLOCKER,BLOCKER,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,4/15/08 16:59,4/15/08 16:59,1519.0022,615.9978,RESOLVED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,4/15/08 3:17,8,0,8,8,8,8,8,4/15/08 16:59,4,0,4,4,4,4,4,13.716667,13.716667,4,2008,2008- 4,0,1,1,1,1,1,1,0.914634,0.085366,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2008- 4
533264,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,mail.com,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,0.10.,0.10.,0.10.,0.10.,0,0,1,0,0,1,1,1,1,5/15/08 11:11,804.81665,5/17/08 10:38,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,FIXED,FIXED,FIXED,FIXED,5/17/08 10:38,5/17/08 10:38,757.36523,1377.6346,RESOLVED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,5/17/08 10:29,10,0,0,10,10,10,10,5/17/08 10:38,4,0,2,4,4,4,4,47.45,47.45,5,2008,2008- 5,0,1,1,1,1,1,1,0.685315,0.314685,0.648541,0.351459,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2008- 5
533265,gst-plugins-base,ripping,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,geek87@gmx.com,wim.taymans@gmail.com,sound-juicer-maint@gnome.bugs,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,wim.taymans@gmail.com,wim.taymans@gmail.com,All,All,All,All,All,All,All,All,All,All,All,All,All,All,0.10.,---,HEAD,HEAD,HEAD,0.10.,0.10.,0,0,3,0,1,1,1,3,3,5/15/08 11:35,804.4166,5/28/08 15:49,P4,P4,P4,P4,P4,P4,P4,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,MAJOR,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,FIXED,FIXED,5/28/08 15:49,5/28/08 15:49,488.1814,1646.8186,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,5/15/08 11:52,16,0,7,7,7,16,16,5/28/08 15:49,5,0,1,1,1,5,5,316.233333,316.233333,5,2008,2008- 5,0,2,1,1,1,1,1,0.178571,0.821429,0.534615,0.465385,0.429703,0.570297,0.428161,0.571839,#NULL!,#NULL!,#NULL!,#NULL!,2008- 5
530962,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,tsalacinski@gmail.com,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,0.10.,0.10.,0.10.,0.10.,0,0,1,0,0,1,1,1,1,5/1/08 22:12,1129.7999,5/4/08 13:20,P4,P4,P4,P4,P4,P4,P4,MINOR,MINOR,MINOR,MINOR,MINOR,MINOR,MINOR,FIXED,#NULL!,#NULL!,FIXED,FIXED,FIXED,FIXED,5/3/08 16:18,5/3/08 16:18,1087.6995,1047.3005,RESOLVED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,5/3/08 13:45,10,0,0,10,10,10,10,5/3/08 16:18,11,0,1,11,11,11,11,42.1,42.1,5,2008,2008- 5,0,1,1,1,1,1,1,0.551111,0.448889,0.534615,0.465385,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2008- 5
527125,gst-openmax,gst-openmax,gst-openmax,gst-openmax,gst-openmax,gst-openmax,gst-openmax,ext-tommi.myohanen@nokia.com,felipe.contreras@nokia.com,felipe.contreras@nokia.com,felipe.contreras@nokia.com,felipe.contreras@nokia.com,felipe.contreras@nokia.com,felipe.contreras@nokia.com,felipe.contreras@nokia.com,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,HEAD,HEAD,HEAD,HEAD,0,0,1,0,0,0,0,0,0,4/9/08 12:23,1667.6167,5/21/08 22:53,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5/19/08 20:31,5/19/08 20:31,699.4828,1435.5172,RESOLVED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,UNCONFIRMED,5/19/08 17:24,6,0,0,0,0,0,0,5/19/08 20:31,2,0,1,1,1,1,1,968.133333,968.133333,4,2008,2008- 4,1,2,2,2,1,1,1,0.178571,0.821429,0,1,0,1,0.428161,0.571839,0.412587,0.587413,1,0,2008- 5
529692,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,jesus@softcatala.org,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,Windows,Windows,Windows,Windows,Windows,Windows,Windows,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,0.10.,0.10.,0.10.,0.10.,0,0,1,0,1,1,1,1,1,4/24/08 10:47,1309.2167,7/3/08 19:31,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,FIXED,FIXED,FIXED,FIXED,4/25/08 12:55,4/25/08 12:55,1283.0781,851.92194,RESOLVED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,4/24/08 11:17,11,0,3,11,11,11,11,4/25/08 12:55,7,0,5,6,6,6,6,26.133333,26.133333,4,2008,2008- 4,0,1,1,1,1,1,1,0.685315,0.314685,0.648541,0.351459,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2008- 4
530719,gst-plugins-base,don't know,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,gst-plugins-base,sjm@spamcop.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,All,All,All,All,All,All,All,All,All,All,All,All,All,All,0.10.,HEAD,0.10.,0.10.,0.10.,0.10.,0.10.,0,0,1,0,1,1,1,1,1,4/30/08 11:49,1164.1833,4/30/08 17:07,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,FIXED,FIXED,FIXED,FIXED,FIXED,4/30/08 17:07,4/30/08 17:07,1158.8711,976.12885,RESOLVED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,4/30/08 17:07,5,0,5,5,5,5,5,4/30/08 17:07,2,0,2,2,2,2,2,5.3,5.3,4,2008,2008- 4,0,1,1,1,1,1,1,0.551111,0.448889,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2008- 4
533287,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,gst-plugins-good,patrick.radizi@axis.com,wim.taymans@gmail.com,gstreamer-bugs@lists.sourceforge.net,wim.taymans@gmail.com,wim.taymans@gmail.com,wim.taymans@gmail.com,wim.taymans@gmail.com,wim.taymans@gmail.com,Linux,Linux,Linux,Linux,Linux,Linux,Linux,Other,Other,Other,Other,Other,Other,Other,0.10.,HEAD,HEAD,HEAD,0.10.,0.10.,0.10.,0,0,2,0,2,2,2,2,2,5/15/08 13:47,802.2167,5/21/08 13:02,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,#NULL!,FIXED,FIXED,FIXED,5/21/08 9:38,5/21/08 9:38,662.3516,1472.6484,RESOLVED,UNCONFIRMED,ASSIGNED,ASSIGNED,RESOLVED,RESOLVED,RESOLVED,5/15/08 13:58,10,0,5,5,10,10,10,5/21/08 9:38,5,0,3,3,5,5,5,139.85,139.85,5,2008,2008- 5,0,2,1,1,1,1,1,0.685315,0.314685,0.648541,0.351459,1,0,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2008- 5
534570,t know,t know,t know,t know,t know,t know,t know,seivadmas@gmail.com,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,gstreamer-bugs@lists.sourceforge.net,All,All,All,All,All,All,All,All,All,All,All,All,All,All,0.10.,HEAD,HEAD,0.10.,0.10.,0.10.,0.10.,0,0,1,0,0,1,1,1,1,5/24/08 0:14,599.76666,5/25/08 19:51,P4,P4,P4,P4,P4,P4,P4,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FIXED,#NULL!,#NULL!,FIXED,FIXED,FIXED,FIXED,5/25/08 16:08,5/25/08 16:08,559.8539,1575.1461,RESOLVED,UNCONFIRMED,UNCONFIRMED,RESOLVED,RESOLVED,RESOLVED,RESOLVED,5/25/08 16:08,5,0,0,5,5,5,5,5/25/08 16:08,2,0,1,2,2,2,2,39.9,39.9,5,2008,2008- 5,0,1,1,1,1,1,1,0.551111,0.448889,0.534615,0.465385,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2008- 5
